OBJECTID,ROADNAME,MAP_TYPE,MPWBIKEID,SHAPELEN
1527,COLORADO AVE,3,1592,829.501258991583
1528,N WHITTINGTON PKY,2,1593,1334.48955448035
1529,N WHITTINGTON PKY,2,1594,1649.66586004552
1530,PORTER PL,2,1595,630.654671003002
1531,N WHITTINGTON PKY,2,1596,865.605713991904
1532,WEAKLEY WAY,2,1597,595.060249781763
1533,N WHITTINGTON PKY,2,1598,1724.42502226014
1534,MET,5,1599,3786.82409793611
1535,MET,5,1600,3235.59500919802
1536,CRITTENDEN DR,4,1601,4107.62668735965
1537,S FLOYD ST,2,1602,524.152897828913
1538,SOUTHERN PKY,4,1603,300.22712626639
1539,SOUTHERN PKY,4,1604,512.127984167531
1540,SOUTHERN PKY,4,1605,312.285102788246
1541,SOUTHERN PKY,4,1606,412.206975425739
1542,SOUTHERN PKY,4,1607,693.703372699868
1543,SOUTHERN PKY,4,1608,319.293801134845
1544,SOUTHERN PKY,4,1609,340.600877888941
1545,SOUTHERN PKY,4,1610,573.249897498068
1546,SOUTHERN PKY,4,1611,512.914828568662
1547,SOUTHERN PKY,4,1612,509.215486552882
1548,SOUTHERN PKY,4,1613,756.956060527466
1549,SOUTHERN PKY,4,1614,1472.83769978846
1550,SOUTHERN PKY,4,1615,319.090880583745
1551,SOUTHERN PKY,4,1616,339.4517530789
1552,SOUTHERN PKY,4,1617,343.182811279204
1553,SOUTHERN PKY,4,1618,511.009065671522
1554,SOUTHERN PKY,4,1619,885.008656781379
1555,SOUTHERN PKY,4,1620,271.943641355681
1556,SOUTHERN PKY,4,1621,506.728544695872
1557,SOUTHERN PKY,4,1622,556.605551621804
1558,SOUTHERN PKY,4,1623,366.795925875823
1559,SOUTHERN PKY,4,1624,1015.77116269684
1560,SOUTHERN PKY,4,1625,1107.54489477654
1561,Jim King Trail,5,1626,4437.39764051237
1562,TAYLORSVILLE RD,2,1627,342.302704202584
1563,TAYLORSVILLE RD,2,1628,239.431646059631
1564,WHIPPS MILL RD,2,1629,376.018480239586
1565,WHIPPS MILL RD,2,1630,353.731183043529
1566,WHIPPS MILL RD,2,1631,562.98440757595
1567,WHIPPS MILL RD,2,1632,581.86676584673
1568,East End Bridge,5,1633,6321.25966727965
1569,LEXINGTON RD,2,1634,283.01792116377
1570,LEXINGTON RD,2,1635,276.667387495188
1571,LEXINGTON RD,2,1636,870.496741712128
1572,LEXINGTON RD,2,1637,330.810676006686
1573,LEXINGTON RD,2,1638,374.280802767593
1574,LEXINGTON RD,2,1639,380.417714453608
1575,LEXINGTON RD,2,1640,418.727358735254
1576,LEXINGTON RD,2,1641,234.935494267224
1577,LEXINGTON RD,2,1642,322.018800928905
1578,LEXINGTON RD,2,1643,313.200113969348
1579,LEXINGTON RD,2,1644,429.668724247468
1580,LEXINGTON RD,2,1645,1076.43230002959
1581,LEXINGTON RD,2,1646,430.289084765211
1582,LEXINGTON RD,2,1647,331.896812851376
1583,LEXINGTON RD,2,1648,255.183710022837
1584,LEXINGTON RD,2,1649,171.606548899947
1585,LOUISVILLE LOOP,5,1650,3731.14504118944
1586,LOUISVILLE LOOP,5,1651,9237.1919615078
1587,GRASSLAND DR,5,1652,496.408238054363
1588,GRASSLAND DR,5,1653,487.437055571523
1589,LOUISVILLE LOOP,5,1654,969.321733673597
1590,LOUISVILLE LOOP,5,1655,311.142717602232
1591,PEE WEE REESE RD,2,1656,2015.4366611595
1592,PEE WEE REESE RD,2,1657,463.291115328724
1593,PEE WEE REESE RD,2,1658,2545.32985602961
1594,BOWMAN FIELD,5,1659,1771.48519901814
1595,SHAWNEE LOOP RD,5,1660,695.168753360213
1596,SHAWNEE PARK RD,5,1661,705.985730997469
1597,SHAWNEE PARK RD,5,1662,674.930140279285
1598,SHAWNEE PARK RD,5,1663,651.330754766535
1599,SHAWNEE PARK RD,5,1664,2159.84574237726
1600,SHAWNEE PARK RD,5,1665,232.140304613278
1601,SHAWNEE PARK RD,5,1666,184.068234078157
1602,DIRTBOWL DR,5,1667,1774.9849654158
1603,Joe Creason Park,5,1668,1254.47771957774
1604,CHEROKEE PARK,5,1669,1498.24527827054
1605,CHEROKEE PARK,5,1670,1447.22272850308
1606,CHEROKEE PARK,5,1671,671.464574322524
1607,CHEROKEE PARK,5,1672,1584.97429564092
1608,CHEROKEE PARK,5,1673,415.529324809038
1609,CHEROKEE PARK,5,1674,185.621610976169
1610,CHEROKEE PARK,5,1675,216.279050643822
1611,CHEROKEE PARK,5,1676,135.225314478409
1612,CHEROKEE PARK,5,1677,172.796986765249
1613,CHEROKEE PARK,5,1678,93.8480249432143
1614,CHEROKEE PARK,5,1679,256.220442593487
1615,CHEROKEE PARK,5,1680,36.2588143615794
1616,S BROOK ST,4,1681,203.769381490535
1617,STONESTREET RD,2,1682,279.937298802467
1618,TAYLORSVILLE RD,2,1683,197.840257117855
1619,GOLDSMITH LN,4,1684,486.349429700225
1620,POPLAR LEVEL RD,2,1685,257.372577542957
1621,TAYLORSVILLE RD,2,1686,236.126424661851
1622,POPLAR LEVEL RD,2,1687,276.536991055895
1623,GRINSTEAD DR,2,1688,282.004089298796
1624,POPLAR LEVEL RD,2,1689,397.925244422917
1625,STONESTREET RD,2,1690,442.889664314436
1626,STONESTREET RD,2,1691,316.690174675994
1627,STONESTREET RD,2,1692,300.883691344178
1628,W MUHAMMAD ALI BLVD,2,1693,156.495475959043
1629,TAYLORSVILLE RD,2,1694,305.007726130327
1630,SOUTHERN PKY,2,1695,512.914828568662
1631,N SPRING ST,4,1696,406.321644775111
1632,Northwestern Pkwy (Detour),4,1697,3409.91783867245
1633,S 1ST ST,2,1699,1081.36575427725
1634,S 1ST ST,2,1700,95.3393558968525
1635,S 1ST ST,4,1701,1177.16264586147
1636,S BROOK ST,2,1702,809.759508818327
1637,S BROOK ST,4,1703,759.857995034456
1638,S BROOK ST,4,1704,49.3715749774802
1639,S 6TH ST,4,1705,206.825739407699
1640,S 6TH ST,2,1706,1276.66148069966
1641,S 6TH ST,4,1707,1578.30284792984
1642,S 6TH ST,2,1708,347.49416060562
1643,LEXINGTON RD,2,1739,291.202492088492
1644,LEXINGTON RD,2,1740,427.16092170987
1645,LEXINGTON RD,2,1741,940.019785446765
1646,LEXINGTON RD,2,1742,920.008775195973
1647,LEXINGTON RD,2,1743,83.1649885807839
1648,LEXINGTON RD,2,1744,420.251615040951
1649,LEXINGTON RD,2,1745,515.527138553922
1650,LEXINGTON RD,2,1746,273.582766514034
1651,LEXINGTON RD,2,1747,455.548993550438
1652,LEXINGTON RD,2,1748,424.685293861447
1653,LEXINGTON RD,2,1749,95.8635821507449
1654,LEXINGTON RD,2,1750,328.949555049955
1655,LEXINGTON RD,2,1751,592.822856474462
1656,LEXINGTON RD,2,1752,73.6567852975946
1657,LEXINGTON RD,2,1753,152.414527673681
1658,LEXINGTON RD,2,1754,400.146840722102
1659,BARRET AVE,5,1755,94.6586680493102
1660,CASTLEWOOD AVE,1,1756,564.651409835004
1661,BARRET AVE,5,1757,502.78132876456
1662,CASTLEWOOD AVE,1,1758,654.320358706862
1663,BARRET AVE,5,1759,842.570037132181
1664,BARRET AVE,5,1760,174.131851992991
1665,MET,5,1761,3207.79290129107
1666,SOUTHERN PKY,2,1762,412.206975425739
1667,SOUTHERN PKY,2,1763,319.293801134845
1668,SOUTHERN PKY,2,1764,829.100156510577
1669,SOUTHERN PKY,2,1765,512.127984167531
1670,SOUTHERN PKY,2,1766,756.956060527466
1671,SOUTHERN PKY,2,1767,693.703372699868
1672,SOUTHERN PKY,2,1768,509.215486552882
1673,SOUTHERN PKY,2,1769,1472.83769978846
1674,SOUTHERN PKY,2,1770,511.009065671522
1675,SOUTHERN PKY,2,1771,885.008656781379
1676,SOUTHERN PKY,2,1772,506.728544695872
1677,MET,5,1773,3786.82409793611
1678,MET,5,1774,3235.59500919802
1679,LEXINGTON RD,2,1775,283.01792116377
1680,LEXINGTON RD,2,1776,276.667387495188
1681,LEXINGTON RD,2,1777,870.496741712128
1682,LEXINGTON RD,2,1778,330.810676006686
1683,LEXINGTON RD,2,1779,374.280802767593
1684,LEXINGTON RD,2,1780,380.417714453608
1685,LEXINGTON RD,2,1781,418.727358735254
1686,LEXINGTON RD,2,1782,234.935494267224
1687,LEXINGTON RD,2,1783,322.018800928905
1688,LEXINGTON RD,2,1784,313.200113969348
1689,LEXINGTON RD,2,1785,429.668724247468
1690,LEXINGTON RD,2,1786,1076.43230002959
1691,LEXINGTON RD,2,1787,430.289084765211
1692,LEXINGTON RD,2,1788,331.896812851376
1693,LEXINGTON RD,2,1789,255.183710022837
1694,LEXINGTON RD,2,1790,171.606548899947
1695,SOUTHERN PKY,2,1791,512.914828568662
1696,NEW LA GRANGE RD,2,1792,457.870159505707
1697,NEW LA GRANGE RD,2,1793,136.5290058612
1698,NEW LA GRANGE RD,2,1794,537.711662810206
1699,NEW LA GRANGE RD,2,1795,401.060203438109
1700,NEW LA GRANGE RD,2,1796,52.3970521219752
1701,NEW LA GRANGE RD,2,1797,393.800952126947
1702,NEW LA GRANGE RD,2,1798,241.407110568139
1703,NEW LA GRANGE RD,2,1799,387.176673285935
1704,NEW LA GRANGE RD,2,1800,170.500325993645
1705,NEW LA GRANGE RD,2,1801,282.94702587788
1706,NEW LA GRANGE RD,2,1802,1976.45613927043
1707,NEW LA GRANGE RD,2,1803,259.476118629631
1708,NEW LA GRANGE RD,2,1804,663.947582690408
1709,NEW LA GRANGE RD,2,1805,597.018965088681
1710,NEW LA GRANGE RD,2,1806,549.211086321353
1711,NEW LA GRANGE RD,2,1807,351.435089035172
1712,NEW LA GRANGE RD,2,1808,631.626859260083
1713,NEW LA GRANGE RD,2,1809,234.019084017322
1714,NEW LA GRANGE RD,2,1810,335.767173028353
1715,NEW LA GRANGE RD,2,1811,215.818655282389
1716,NEW LA GRANGE RD,2,1812,364.527098711686
1717,NEW LA GRANGE RD,2,1813,932.180036451699
1718,NEW LA GRANGE RD,2,1814,1445.89402367099
1719,NEW LA GRANGE RD,2,1815,275.704594668679
1720,NEW LA GRANGE RD,2,1816,210.807755723929
1721,NEW LA GRANGE RD,2,1817,369.387066256736
1722,NEW LA GRANGE RD,2,1818,128.809652932606
